"Name","State","embedding","preset","Created","Runtime","task","arch","cities","test_acc_macro","test_acc","test_f1","test_f1_micro","test_kappa","test_miou","test_loss","val_acc_macro","val_acc","val_f1","val_f1_micro","val_kappa","val_miou","val_loss","train_acc_macro","train_oa","train_f1_macro","train_f1_micro","train_kappa","train_loss","train_ce","train_dice","batch_size","dice_weight","in_channels","n_params","num_classes","patch_size","year","max_epochs","epoch","early_stopping_patience","lr","weight_decay","label_source","split_source","test_patches","train_patches","val_patches","data_source","sub_patch_size","head_dropout"
"playful-plant-196","finished","GeoTessera","large","2026-05-18T02:22:23.000Z","3756","patch_classification","efficientnet_b7","[""London"",""Nairobi""]","0.7443652749061584","0.9322417974472046","0.6849393844604492","0.9322417974472046","0.9196731448173524","","3.413040379372736","0.8215450048446655","0.9347158074378968","0.8217750191688538","0.9347158074378968","0.9234761595726012","","1.3282390762601168","0.9534887075424194","0.9785619974136353","0.9578869938850404","0.9785619974136353","0.9753016233444214","0.09737988745567629","","","64","","128","63902497","17","32","2017","50","50","10","0.001","0.0001","","grid","3970","24292","3906","so2sat_patches","",""
"kind-universe-195","finished","GeoTessera","medium","2026-05-18T01:32:54.000Z","2417","patch_classification","efficientnet_b5","[""London"",""Nairobi""]","0.823460578918457","0.9350125789642334","0.7576240301132202","0.9350125789642334","0.9229190945625304","","0.32791540807201747","0.7569602727890015","0.9221709966659546","0.7549266815185547","0.9221709966659546","0.908974826335907","","13.486104364891824","0.9612964391708374","0.9788506031036376","0.9600180387496948","0.9788506031036376","0.9756340980529784","0.09529108685222616","","","64","","128","28429617","17","32","2017","50","50","10","0.001","0.0001","","grid","3970","24292","3906","so2sat_patches","",""
"tough-microwave-194","finished","GeoTessera","small","2026-05-18T00:55:41.000Z","1710","patch_classification","efficientnet_b1","[""London"",""Nairobi""]","0.8346696496009827","0.9375314712524414","0.7802087664604187","0.9375314712524414","0.9259209632873536","","0.3693748162911525","0.8263347148895264","0.92780339717865","0.8214442729949951","0.92780339717865","0.9154090285301208","","0.354243422711959","0.9570729732513428","0.9777374863624572","0.9615118503570556","0.9777374863624572","0.9743466973304749","0.10042521719007426","","","64","","128","6570961","17","32","2017","50","50","10","0.001","0.0001","","grid","3970","24292","3906","so2sat_patches","",""
"efficient-sun-193","finished","EmbeddedSeamless","large","2026-05-18T00:20:38.000Z","1540","patch_classification","mobilenetv4_conv_large","[""London"",""Nairobi""]","0.5937493443489075","0.826448380947113","0.5966799855232239","0.826448380947113","0.7914761304855347","","0.7869748336573442","0.6098074913024902","0.8284690380096436","0.6147705316543579","0.8284690380096436","0.7968975305557251","","0.6716854173930422","0.8259220719337463","0.8940468430519104","0.8581637740135193","0.8940468430519104","0.8770595192909241","0.33057410875458204","","","64","","72","31346545","17","32","2017","50","50","10","0.001","0.0001","","grid","3970","24292","3906","so2sat_patches","",""
"hardy-water-192","finished","EmbeddedSeamless","medium","2026-05-17T23:52:09.000Z","1216","patch_classification","mobilenetv3_large_150d","[""London"",""Nairobi""]","0.5558367967605591","0.8357682824134827","0.5675821304321289","0.8357682824134827","0.8024106621742249","","0.6265663685838855","0.5777500867843628","0.8243727684020996","0.5814253091812134","0.8243727684020996","0.790911853313446","","0.6594692628470159","0.7013670802116394","0.8655590415000916","0.7567840814590454","0.8655590415000916","0.843199610710144","0.4298261757890908","","","64","","72","13378001","17","32","2017","50","50","10","0.001","0.0001","","grid","3970","24292","3906","so2sat_patches","",""
"resilient-wood-191","finished","EmbeddedSeamless","small","2026-05-17T23:30:25.000Z","1084","patch_classification","mobilenetv3_small_100","[""London"",""Nairobi""]","0.556570291519165","0.8244332671165466","0.5587531328201294","0.8244332671165466","0.7897135615348816","","0.7419632805718316","0.6965136528015137","0.8353814482688904","0.7063307762145996","0.8353814482688904","0.8042736053466797","","0.6157363794984356","0.7862690687179565","0.8823384046554565","0.834437906742096","0.8823384046554565","0.8631309866905212","0.37545051565270937","","","64","","72","1545217","17","32","2017","50","50","10","0.001","0.0001","","grid","3970","24292","3906","so2sat_patches","",""
"exalted-lion-187","finished","GeoTessera_v1.1","large","2026-05-17T20:50:25.000Z","1769","patch_classification","mobilenetv4_conv_large","[""London"",""Nairobi""]","0.8259190320968628","0.9293367266654968","0.7720084190368652","0.9293367266654968","0.9161038994789124","","0.34173320162846077","0.8362541198730469","0.926174521446228","0.8247222304344177","0.926174521446228","0.9136387705802916","","0.3527349484702725","0.9679363369941713","0.9809944033622742","0.9678455591201782","0.9809944033622742","0.978104829788208","0.08606252593718135","","","64","","128","31358641","17","32","2017","50","50","10","0.001","0.0001","","grid","3920","24265","3874","so2sat_patches","",""
"summer-smoke-186","finished","GeoTessera_v1.1","medium","2026-05-17T20:06:21.000Z","1717","patch_classification","mobilenetv3_large_150d","[""London"",""Nairobi""]","0.7460845112800598","0.9237244725227356","0.677278995513916","0.9237244725227356","0.9094238877296448","","0.2997370871955589","0.7128950357437134","0.9052658677101136","0.7032278776168823","0.9052658677101136","0.8889541625976562","","0.3844099540080203","0.8829573392868042","0.9647510051727296","0.8969005942344666","0.9647510051727296","0.959374189376831","0.13813401593539204","","","64","","128","13390097","17","32","2017","50","50","10","0.001","0.0001","","grid","3920","24265","3874","so2sat_patches","",""
"dutiful-violet-185","finished","GeoTessera_v1.1","small","2026-05-17T18:46:57.000Z","1699","patch_classification","mobilenetv3_small_100","[""London"",""Nairobi""]","0.8182035088539124","0.9380102157592772","0.7512436509132385","0.9380102157592772","0.9263217449188232","","0.2358034446369857","0.7329704761505127","0.9096540808677672","0.7210944294929504","0.9096540808677672","0.8941616415977478","","0.3625322802022832","0.916598618030548","0.966647446155548","0.9259089827537536","0.966647446155548","0.9615694880485536","0.13182720135022594","","","64","","128","1553281","17","32","2017","50","49","10","0.001","0.0001","","grid","3920","24265","3874","so2sat_patches","",""
"stilted-grass-184","finished","GeoTessera","large","2026-05-17T18:08:16.000Z","1802","patch_classification","mobilenetv4_conv_large","[""London"",""Nairobi""]","0.7959630489349365","0.940554141998291","0.74760901927948","0.940554141998291","0.9295552372932434","","0.32971332085111904","0.8490809798240662","0.9301075339317322","0.840888261795044","0.9301075339317322","0.9182326197624208","","0.36526019226256456","0.97874116897583","0.9838390350341796","0.9759666919708252","0.9838390350341796","0.9813820123672484","0.07338393135807209","","","64","","128","31358641","17","32","2017","50","50","10","0.001","0.0001","","grid","3970","24292","3906","so2sat_patches","",""
"worthy-hill-183","finished","GeoTessera","medium","2026-05-17T17:30:23.000Z","1743","patch_classification","mobilenetv3_large_150d","[""London"",""Nairobi""]","0.8622816801071167","0.936775803565979","0.7783020734786987","0.936775803565979","0.9250448942184448","","0.33714454322462045","0.8137714862823486","0.9280593991279602","0.7983100414276123","0.9280593991279602","0.9157015085220336","","0.364870403780632","0.9465131163597108","0.9766655564308168","0.94865882396698","0.9766655564308168","0.973114013671875","0.10374086878156796","","","64","","128","13390097","17","32","2017","50","50","10","0.001","0.0001","","grid","3970","24292","3906","so2sat_patches","",""
"zany-blaze-182","finished","GeoTessera","small","2026-05-17T16:59:09.000Z","1352","patch_classification","mobilenetv3_small_100","[""London"",""Nairobi""]","0.8207063674926758","0.9206548929214478","0.7459508180618286","0.9206548929214478","0.905634343624115","","0.3853509628346988","0.7388567924499512","0.918586790561676","0.730139970779419","0.918586790561676","0.904642939567566","","0.4443785897756536","0.9565434455871582","0.977902352809906","0.9588375687599182","0.977902352809906","0.9745429158210754","0.10057182441708833","","","64","","128","1553281","17","32","2017","50","38","10","0.001","0.0001","","grid","3970","24292","3906","so2sat_patches","",""
"glamorous-universe-181","finished","EmbeddedSeamless","large","2026-05-17T15:12:12.000Z","1324","patch_classification","convnext_large","[""London"",""Nairobi""]","0.5101497173309326","0.7889168858528137","0.5137511491775513","0.7889168858528137","0.7488641142845154","","0.7607782643938822","0.5385618209838867","0.7811059951782227","0.514439046382904","0.7811059951782227","0.7403018474578857","","0.8482556162822631","0.6167693138122559","0.828825831413269","0.6608120203018188","0.828825831413269","0.800601065158844","0.5742927611975054","","","64","","72","196468433","17","32","2017","50","16","10","0.001","0.0001","","grid","3970","24292","3906","so2sat_patches","",""
"rare-energy-180","finished","EmbeddedSeamless","medium","2026-05-17T14:35:02.000Z","1457","patch_classification","convnext_base","[""London"",""Nairobi""]","0.4974563717842102","0.8093199133872986","0.4947264492511749","0.8093199133872986","0.7707675099372864","","0.7051698295843034","0.5789284110069275","0.7849462628364563","0.5800920724868774","0.7849462628364563","0.7436842918395996","","0.7709890834746822","0.6968181729316711","0.8547163605690002","0.7443658113479614","0.8547163605690002","0.8306602239608765","0.4791022786443026","","","64","","72","87725201","17","32","2017","50","34","10","0.001","0.0001","","grid","3970","24292","3906","so2sat_patches","",""
