SMOD_ID,JRC_NAME_MAIN,ISO,CNTRY_NAME,minx,miny,maxx,maxy
30_9241,Qabilat Alturki,LBY,Libya,14.294055763000074,32.50812797200007,14.418586019000031,32.62896625900004
30_11018,Tǒktaedonggok,PRK,North Korea,124.40695704100006,40.03221781900004,124.45719202300006,40.085914167000055
30_1698,Tang,CHN,China,114.82043261900003,38.694852179000065,115.01640699100005,38.765938335000044
30_7861,N/A,IND,India,85.85359053600007,26.335206475000064,85.94292014500007,26.402675755000075
30_4351,Shakiso,ETH,Ethiopia,38.89499262000004,5.754046793000043,38.91569697800003,5.786460522000027
30_5237,Kotabaru,IDN,Indonesia,116.18746789500005,-3.2761941289999754,116.25508565100006,-3.219545496999956
30_12554,Waterbury,USA,United States,-73.10011265499998,41.52379013500007,-72.96618382799994,41.605020952000075
30_9654,Pyu,MMR,Myanmar,96.42267903200008,18.465715686000067,96.46966301100008,18.50698134000004
30_12028,Kilis,TUR,Turkey,37.08565361900003,36.70609140800008,37.16312046500008,36.73247838000003
30_7441,Tiruvethipuram,IND,India,79.52544912800005,12.631779355000049,79.55584101900007,12.688928953000072
30_1667,Liangping,CHN,China,107.74069087900006,30.64276243000006,107.81922935900008,30.685586667000052
30_991,Angra Dos Reis,BRA,Brazil,-44.33196035799995,-23.02148790299998,-44.27807980999995,-22.954710186999932
